date,year,month,day_of_year,system:time_start,system_index,scene_cloud_percent,GCC,NDVI,NDVI_RAW_ORIGINAL,NDVI_WINDOW_DAYS,NDTI,NDPI,FAI,NDCI,KINNERET_2B,KINNERET_3B
2019-06-30,2019,6,181,1.561883464161E12,20190630T081611_20190630T082343_T36SYB,5.088961,0.36246867592180787,-0.302577929951125,-0.08322455590895472,61,-0.03883427899214319,-0.4103344767743558,-0.004675032602990756,0.09175982305832465,1.2078120262816041,0.15934793836043915
2019-07-05,2019,7,186,1.562315468E12,20190705T081609_20190705T082331_T36SYB,3.461611,0.3492334101892903,-0.352068850756802,-0.28416808931445015,61,0.0021635781791641733,-0.6123824854390051,-0.014362337652228836,0.05174276336425561,1.1103646351282086,0.06077253772458736
2019-07-15,2019,7,196,1.563179468259E12,20190715T081609_20190715T082251_T36SYB,5.902293,0.34418101456296357,-0.397463482206037,-0.570598605376248,61,0.059774114021378694,-0.6402814085701513,-0.02352417972120661,0.04023398420035719,1.0848757746035738,0.025787609558768052
2019-07-20,2019,7,201,1.563611464602E12,20190720T081611_20190720T081850_T36SYB,3.400934,0.3493467523274684,-0.41043876077712,-0.3178542260012781,61,0.02072887213075509,-0.6441784593746125,-0.017008884544788716,0.03876376650906346,1.0811682427832827,0.04342156760963414
2019-07-25,2019,7,206,1.564043467877E12,20190725T081609_20190725T082353_T36SYB,2.734533,0.33284082585519315,-0.412572010742845,-0.8309042707514186,61,0.08614432668374182,-0.8411965781187276,-0.03031445622392427,0.022733635709995592,1.0474646113098205,0.00914625406237114
2019-07-30,2019,7,211,1.564475464187E12,20190730T081611_20190730T082509_T36SYB,0.052153,0.34726146497515625,-0.404835570145107,-0.7372133891469004,61,0.07470380898965023,-0.7338080578856353,-0.02946146465118209,0.023743302775907412,1.0505733460672406,0.012043533074239901
2019-08-04,2019,8,216,1.564907467128E12,20190804T081609_20190804T082330_T36SYB,0.630618,0.33915395916669494,-0.392950544251945,-0.6210858542127755,61,0.026597476298910572,-0.6550555993700868,-0.0315275022461815,0.017457091936256018,1.0361399422708775,0.012438857495223167
2019-08-09,2019,8,221,1.565339463376E12,20190809T081611_20190809T081759_T36SYB,2.429438,0.35714536242602424,-0.369458840204501,-0.5758255677380387,61,0.05753866912413962,-0.6146978520426695,-0.02477513566787947,0.04046091247107457,1.0850874416063963,0.024653626596989744
2019-08-14,2019,8,226,1.565771465942E12,20190814T081609_20190814T081909_T36SYB,0.510264,0.3496093711933689,-0.340843190980643,-0.29469257347677186,61,0.02008686161134141,-0.32814801194248144,-0.018477026063118445,0.06631599822306689,1.1436594427916271,0.07823255103868479
2019-08-19,2019,8,231,1.566203462165E12,20190819T081611_20190819T082341_T36SYB,4.523157,0.3743784369336244,-0.321944396993372,-0.10682432586464154,61,-0.03134303980074767,-0.5068867811838986,-0.0034223519595894905,0.10818038009189407,1.250590052181605,0.1754784415845425
2019-08-24,2019,8,236,1.566635464344E12,20190824T081609_20190824T082450_T36SYB,0.00494,0.37706860548952564,-0.292274974323125,-0.11901689212826717,61,-0.06945882335612183,-0.49095441912908583,-0.003986282591871046,0.14889855888191184,1.3624329978475673,0.254069499397651
2019-08-29,2019,8,241,1.567067460519E12,20190829T081601_20190829T082903_T36SYB,2.85515,0.3677102121592589,-0.22596467980635,-0.005820134781329363,61,-0.04719802088146822,-0.36897013606513956,0.0050780168293109605,0.11194860666210371,1.2565667811277752,0.2155453267335849
2019-09-03,2019,9,246,1.567499462375E12,20190903T081609_20190903T082355_T36SYB,3.25201,0.38196998615943867,-0.163573540507938,-0.027127665770058016,61,-0.0835494737722896,-0.5990646903289013,0.003632520497332752,0.1640380443689169,1.4167876931287895,0.2933086233923019
2019-09-08,2019,9,251,1.56793145843E12,20190908T081601_20190908T083006_T36SYB,28.513765,0.3656221746096285,-0.109742860639772,-0.07334056139995863,61,-0.06829685809727466,-0.5639058697829004,-5.853310115378116E-4,0.10128250540116561,1.233666407279136,0.1799937796232271
2019-09-13,2019,9,256,1.568363459935E12,20190913T081609_20190913T082417_T36SYB,3.392524,0.36662172049425107,-0.073055712734192,-0.17703717577775294,61,-0.040047415855751396,-0.6493200238149137,-0.007421990354021923,0.10677717878869519,1.2453141490036599,0.14900726792308744
2019-09-18,2019,9,261,1.568795459063E12,20190918T081601_20190918T082614_T36SYB,0.001397,0.39856053579036216,-0.057452462202998,-0.28020116111742727,61,-0.008390434232236586,-0.5528912800034128,-0.011220905544732375,0.14728866014711567,1.3632271229108675,0.17630997047345742
2019-09-23,2019,9,266,1.569227459079E12,20190923T081639_20190923T081928_T36SYB,0.020793,0.39876435884193717,-0.046792315118957,-0.08171137146224537,61,-0.053450257889200936,-0.7098768794602384,-5.522538911573093E-4,0.2087577892606199,1.5437579151186467,0.3252268432718354
2019-09-28,2019,9,271,1.569659460776E12,20190928T081721_20190928T082121_T36SYB,5.363512,0.3927209887142804,-0.035347340426229,0.08040370596655838,61,-0.08641255530909513,-0.5498584584233701,0.014431639490094563,0.16164389696119705,1.3938881127297746,0.363484991357257
2019-10-08,2019,10,281,1.570523461959E12,20191008T081831_20191008T081828_T36SYB,6.614392,0.3830782783700316,-0.024383705779157,0.047089766969287655,61,-0.04379731089213118,-0.33194794720502446,0.008979398749848036,0.14157659876232032,1.335401366827973,0.2925393480154788
2019-10-13,2019,10,286,1.570955460652E12,20191013T081859_20191013T083011_T36SYB,0.001447,0.3581906240251619,-0.018228291313237,-0.057708453955289035,61,0.006326409105934696,-0.4181085228478414,0.0010402249220878965,0.10404626457519474,1.2377828119264143,0.1928366223628936
2019-10-28,2019,10,301,1.572251462736E12,20191028T082041_20191028T082853_T36SYB,36.403585,0.36883066071852283,0.017780343587766,0.08490572606440701,61,-0.06897363706506063,-0.5535971911976183,0.018376775276584257,0.1272142390789113,1.2935564345928567,0.2971529219833085
2019-11-07,2019,11,311,1.573115462186E12,20191107T082141_20191107T082245_T36SYB,0.004519,0.35546875414719115,-0.002080776946355,-0.002377074511381148,61,0.04429187647987077,-0.210286119211534,0.00485121783809109,0.07387251807160168,1.1600257720403147,0.1388857906276853
2019-11-12,2019,11,316,1.573547458632E12,20191112T082109_20191112T082610_T36SYB,0.011619,0.348157094757531,-0.02189661303463,-0.06462053477050995,61,0.04472738796499205,-0.5807009432239585,0.0010689204169743126,0.08061020281315788,1.1758980359922004,0.13616495231358067
2019-11-17,2019,11,321,1.573979461041E12,20191117T082221_20191117T082544_T36SYB,0.534076,0.3484716424022676,-0.030388026575407,0.1790199290591868,61,0.11269187115525194,-0.5828212396797071,0.026141751517469815,0.10929910556920235,1.247029567300995,0.2414393001054681
2019-11-22,2019,11,326,1.574411456661E12,20191122T082149_20191122T082847_T36SYB,27.325825,0.34524262941693806,-0.045994499964529,-0.11204499120062314,61,0.0993556298348776,-0.4609113042700029,-0.002028400970824846,0.05569913477536792,1.119555753355953,0.08117449602011738
2019-11-27,2019,11,331,1.574843459246E12,20191127T082301_20191127T082300_T36SYB,1.283483,0.3677874170952013,-0.065633436493704,-0.0629912230296964,61,0.008954127050613611,-0.2728320388044544,-0.001885408338003612,0.11189300119664597,1.2536853116329687,0.185719411473753
2019-12-02,2019,12,336,1.575275454075E12,20191202T082219_20191202T082345_T36SYB,29.409287,0.33590911265184015,-0.079394710454472,0.08961124728751961,61,-0.06057034843196439,-0.07574773282774165,0.013250568326568322,0.0551993154565243,1.1185503719112648,0.11828716919265106
2019-12-07,2019,12,341,1.575707456792E12,20191207T082331_20191207T082326_T36SYB,4.801557,0.3842870638445721,-0.102116236540931,-0.2931592695939133,61,-0.004363573773917812,-0.8286197860100037,-0.010429190766785579,0.10345183837393122,1.2326881668209961,0.12110113659149022
2019-12-17,2019,12,351,1.576571453752E12,20191217T082341_20191217T082337_T36SYB,0.050766,0.37712431342224645,-0.173824219714379,-0.10457077653920066,61,0.024638510135870317,-0.6197220696179343,-0.0012760149033771307,0.10383312394831758,1.2325156904277383,0.15840307679243767
2019-12-22,2019,12,356,1.577003454439E12,20191222T082249_20191222T082244_T36SYB,0.461498,0.34750441726096554,-0.212298522071589,-0.23287639112949526,61,0.06274305186185379,-0.744152496710526,-0.007601465889176521,0.06578936243426112,1.1419533324204587,0.077674202798778
2020-01-01,2020,1,1,1.5778674545E12,20200101T082239_20200101T082239_T36SYB,50.895932,0.3601044784069224,-0.264293100212721,-0.06732887268276982,61,-0.018629912714093075,-0.36011376515587207,-0.0010820547519711538,0.10802686296639553,1.2441947758438674,0.18017024262699213
2020-01-06,2020,1,6,1.578299453945E12,20200106T082331_20200106T082325_T36SYB,0.905853,0.40656583344346353,-0.275735688618598,-0.37743883920056914,61,0.0069834658481698056,-0.7775854058614513,-0.014429563440171515,0.11264804329004684,1.2603010172740043,0.10599401244520809
2020-01-11,2020,1,11,1.578731454031E12,20200111T082219_20200111T082218_T36SYB,22.19282,0.37369081140413324,-0.27382995585714,-0.4618395665007988,61,-0.03900587656117355,-0.783349441610367,-0.029665751811030153,-0.01062738786161524,0.9792766027514024,-0.009424547154494013
2020-01-21,2020,1,21,1.579595452957E12,20200121T082139_20200121T082732_T36SYB,59.469927,0.3857598942742203,-0.256356642417965,-0.3930307681281794,61,-0.056409409206649136,-0.7398059964724363,-0.01264746222263735,0.16787922350631793,1.4046079825223814,0.16060707465216195
2020-01-26,2020,1,26,1.580027452539E12,20200126T082221_20200126T082235_T36SYB,1.821324,0.43962323434299694,-0.229463806691709,-0.5407160471927137,61,-0.04257159673918943,-0.7443084937746393,-0.014951657496612198,0.13001962938074962,1.3000496413653757,0.08224243368932233
2020-01-31,2020,1,31,1.580459451961E12,20200131T082059_20200131T082459_T36SYB,41.381671,0.3344378818458493,-0.207119423982314,-0.051298696188137476,61,0.05557408461784335,-0.6334814240065574,0.0032615758408724984,0.11282472696677776,1.2549554760135566,0.1867782151923984
2020-02-05,2020,2,36,1.58089145104E12,20200205T082121_20200205T082235_T36SYB,6.152468,0.4148270384042506,-0.181518006787526,-0.3042950992358444,61,-0.06084161470856553,-0.7513352957674592,-0.010841431744252594,0.1860734835783647,1.4599378005768944,0.19696477978198848
2020-02-25,2020,2,56,1.582619454391E12,20200225T081921_20200225T082505_T36SYB,43.538014,0.35454092206779536,-0.032058178814253,0.17639468704862213,61,-0.049687360088005665,-0.04293723354343583,0.05045922762797822,0.11725610674798616,1.266538248336045,0.30631628209368067
2020-03-11,2020,3,71,1.583915457419E12,20200311T081739_20200311T082552_T36SYB,0.017137,0.3956932739679088,-0.030849481551253,0.07246295599467041,61,0.013593894656077398,-0.1141761184930936,0.008368539574307835,0.18452595798872581,1.455265699687444,0.3223857191680263
2020-03-16,2020,3,76,1.584347455739E12,20200316T081651_20200316T082337_T36SYB,6.655107,0.3851462300322979,-0.067803550428456,-0.030483821738431886,61,-0.07119514552957315,-0.49839733053924706,0.0027162676321540514,0.14826931167378257,1.3515632030382796,0.25973862711926066
2020-03-26,2020,3,86,1.585211455677E12,20200326T081601_20200326T082334_T36SYB,16.20775,0.38706464542756946,-0.120267832692092,0.02615882455238037,61,0.011861187914566777,-0.20158056581807526,0.005542109751435004,0.15179687546042447,1.3594235594401727,0.2649199694707313
2020-04-15,2020,4,106,1.586939458995E12,20200415T081601_20200415T082058_T36SYB,8.198327,0.3831343565692971,-0.233569977620701,-0.6550102186593244,61,0.0029349530495944723,-0.5928249569216549,-0.024360953589294247,0.07978634672539137,1.1740147887021475,0.04165173570590572
2020-04-20,2020,4,111,1.58737145431E12,20200420T081559_20200420T083012_T36SYB,15.682102,0.38131162513175026,-0.233458356245928,-0.2141666530836192,61,0.027640417699344066,-0.12080895771307075,-0.01170713377604607,0.1333048114093471,1.3098379563966192,0.13741953424344125
2020-04-25,2020,4,116,1.58780346139E12,20200425T081611_20200425T082332_T36SYB,61.540454,0.3487092697946238,-0.238617389876557,-0.12580585238036723,61,-0.05420628618361945,-0.5338662598155433,-0.007372886936267749,0.06406752126034711,1.1377307182652108,0.09747811159838297
2020-04-30,2020,4,121,1.588235455506E12,20200430T081559_20200430T082203_T36SYB,16.46172,0.36689570709305785,-0.247526878777291,-0.40770746806730024,61,-0.039115497606287554,-0.7129797030610647,-0.016306455911089767,0.07863463057053816,1.1718560838456307,0.07446860557349334
